,Unnamed: 0,Title,Company,Job_Type,Job_Link,Details,Day_Posted,Country,Governorate,City,Class,score
1135,1135,Senior Service Advisor,Mansour Automotive,Full Time,https://wuzzuf.net/jobs/p/wcxwuTu2ExCD-Senior-Service-Advisor-Mansour-Automotive-Alexandria-Egypt,"Mansour Automotive - Alexandria, Egypt 26 days ago",,Egypt,Alexandria,,Business Analyst,0.25960952043533325
1136,1136,Receivables Accountant,Si-Ware System,Full Time,https://wuzzuf.net/jobs/p/ouIvutPtGNbs-Receivables-Accountant-Si-Ware-System-Cairo-Egypt,"Si-Ware System - Cairo, Egypt 26 days ago",,Egypt,Cairo,,Business Analyst,0.2910774052143097
1137,1137,Sr. Digital Account Manager (Accounts & Content),Bee Interactive Ltd.,Full Time,https://wuzzuf.net/jobs/p/jcNrnjEotpP0-Sr-Digital-Account-Manager-Accounts-Content-Bee-Interactive-Ltd-Cairo-Egypt,"Bee Interactive Ltd. - Zamalek, Cairo, Egypt 26 days ago",,Egypt, Cairo,Zamalek,Business Analyst,0.23570024967193604
1138,1138,Business Developer,Osolutions,Full Time,https://wuzzuf.net/jobs/p/m8Wzo2FRpHju-Business-Developer-Osolutions-Cairo-Egypt,"Osolutions - Sheraton, Cairo, Egypt 26 days ago",,Egypt, Cairo,Sheraton,Business Analyst,0.21228158473968506
1139,1139,Outbound Call Centre Agent,Confidential,Full Time,https://wuzzuf.net/jobs/p/bzPHhwdodOfn-Outbound-Call-Centre-Agent-Cairo-Egypt,"Confidential - Cairo, Egypt 26 days ago",,Egypt,Cairo,,Business Analyst,0.22569870948791504
1140,1140,Digital Account Manager,Osolutions,Full Time,https://wuzzuf.net/jobs/p/bLVrqSww3GHA-Digital-Account-Manager-Osolutions-Cairo-Egypt,"Osolutions - Sheraton, Cairo, Egypt 26 days ago",,Egypt, Cairo,Sheraton,Data Entry,0.21783870458602905
1141,1141,Sales Administrator,WinWin insurance solution ,Full Time,https://wuzzuf.net/jobs/p/viD3h8ZvcSW3-Sales-Administrator-WinWin-insurance-solution-Cairo-Egypt,"WinWin insurance solution  - Maadi, Cairo, Egypt 26 days ago",,Egypt, Cairo,Maadi,Business Analyst,0.39897507429122925
1142,1142,Marketing Manager,Tripathon,Full Time,https://wuzzuf.net/jobs/p/ookgPyhWYNom-Marketing-Manager-Tripathon-Cairo-Egypt,"Tripathon - Nasr City, Cairo, Egypt 1 month ago",,Egypt, Cairo,Nasr City,Business Analyst,0.3620563745498657
1143,1143,Tendering Quantity Survey Engineer,DME Holding,Full Time,https://wuzzuf.net/jobs/p/AP4F5AiGalKd-Tendering-Quantity-Survey-Engineer-DME-Holding-Cairo-Egypt,"DME Holding - Heliopolis, Cairo, Egypt 26 days ago",,Egypt, Cairo,,Business Analyst,0.20051847398281097
1144,1144,Purchasing Specialist,Confidential,Full Time,https://wuzzuf.net/jobs/p/z7eV2iFTOSC8-Purchasing-Specialist-Cairo-Egypt,"Confidential - Maadi, Cairo, Egypt 26 days ago",,Egypt, Cairo,Maadi,Business Analyst,0.2509763538837433
1145,1145,Internal Auditor,Venus International Free Zone ,Full Time,https://wuzzuf.net/jobs/p/jQPH8VSR7P1R-Internal-Auditor-Venus-International-Free-Zone-Cairo-Egypt,"Venus International Free Zone  - Cairo, Egypt 1 month ago",,Egypt,Cairo,,Business Analyst,0.47195515036582947
1146,1146,Account Manager,Digital Brandria  ,Full Time,https://wuzzuf.net/jobs/p/UGUsebYmgPtw-Account-Manager-Digital-Brandria-Cairo-Egypt,"Digital Brandria   - Maadi, Cairo, Egypt 26 days ago",,Egypt, Cairo,Maadi,Business Analyst,0.4039385914802551
1147,1147,HR Administrative Assistants,Trophy Facility & Service Management,Full Time,https://wuzzuf.net/jobs/p/4286lkqa1sHj-HR-Administrative-Assistants-Trophy-Facility-Service-Management-Cairo-Egypt,"Trophy Facility & Service Management - Shorouk City, Cairo, Egypt 26 days ago",,Egypt, Cairo,,Data Entry,0.22834369540214539
1148,1148,Junior Accountant,Trophy Facility & Service Management,Full Time,https://wuzzuf.net/jobs/p/ZNowMvBJ4ntK-Junior-Accountant-Trophy-Facility-Service-Management-Cairo-Egypt,"Trophy Facility & Service Management - Shorouk City, Cairo, Egypt 26 days ago",,Egypt, Cairo,,Business Analyst,0.40766945481300354
1150,1150,Digital Marketing Manager,AFFSQUARE,Full Time,https://wuzzuf.net/jobs/p/sR3Ljp54LqaM-Digital-Marketing-Manager-AFFSQUARE-Cairo-Egypt,"AFFSQUARE - Sheraton, Cairo, Egypt 26 days ago",,Egypt, Cairo,Sheraton,Data Entry,0.20559532940387726
1151,1151,Administrative Assistant ( october Branch ),UCMAS Academy,Full Time,https://wuzzuf.net/jobs/p/qAz2pCkRZWeb-Administrative-Assistant-october-Branch-UCMAS-Academy-Giza-Egypt,"UCMAS Academy - 6th of October, Giza, Egypt 26 days ago",,Egypt, Giza,,Business Analyst,0.23382675647735596
1152,1152,Investment Analyst for Business Development Division,Egytrans,Full Time,https://wuzzuf.net/jobs/p/x6FsdgUB9lrQ-Investment-Analyst-for-Business-Development-Division-Egytrans-Cairo-Egypt,"Egytrans - New Cairo, Cairo, Egypt 1 month ago",,Egypt, Cairo,New Cairo,Business Analyst,0.9198327660560608
1153,1153,"Technical Design Architect "" Gulf Experience """,Stylus,Full Time,https://wuzzuf.net/jobs/p/A3Y6bPGfONFU-Technical-Design-Architect-Gulf-Experience-Stylus-Cairo-Egypt,"Stylus - New Cairo, Cairo, Egypt 26 days ago",,Egypt, Cairo,New Cairo,Business Analyst,0.2742728590965271
1154,1154,Cost Accountant,MENA For Contracting & Trading,Full Time,https://wuzzuf.net/jobs/p/okcpJFPCf7Xx-Cost-Accountant-MENA-For-Contracting-Trading-Alexandria-Egypt,"MENA For Contracting & Trading - Alexandria, Egypt 26 days ago",,Egypt,Alexandria,,Business Analyst,0.36185339093208313
1155,1155,HR Officer -Qaliuob,Ibn Sina Pharma,Full Time,https://wuzzuf.net/jobs/p/zFCAD82NH5ub-HR-Officer--Qaliuob-Ibn-Sina-Pharma-Cairo-Egypt,"Ibn Sina Pharma - Cairo, Egypt 26 days ago",,Egypt,Cairo,,Business Analyst,0.30445072054862976
1156,1156,Automotive Sales Manager,Kasrawy Group,Full Time,https://wuzzuf.net/jobs/p/W6cLQQL6cWUo-Automotive-Sales-Manager-Kasrawy-Group-Giza-Egypt,"Kasrawy Group - Mohandessin, Giza, Egypt 26 days ago",,Egypt, Giza,Mohandessin,Business Analyst,0.24408745765686035
1157,1157,Meetings & Events Planner,Confidential,Full Time,https://wuzzuf.net/jobs/p/DgnGe9Vr6U19-Meetings-Events-Planner-Cairo-Egypt,"Confidential - Cairo, Egypt 26 days ago",,Egypt,Cairo,,Business Analyst,0.28476589918136597
1158,1158,Export Specialist,Misr Elhegaz Group,Full Time,https://wuzzuf.net/jobs/p/80Qy97EoAHJT-Export-Specialist-Misr-Elhegaz-Group-Cairo-Egypt,"Misr Elhegaz Group - Heliopolis, Cairo, Egypt 26 days ago",,Egypt, Cairo,,Business Analyst,0.2584548592567444
1159,1159,CEO Assistant,El Khalifa group,Full Time,https://wuzzuf.net/jobs/p/36yxCdCmw9VP-CEO-Assistant-El-Khalifa-group-Giza-Egypt,"El Khalifa group - 6th of October, Giza, Egypt 26 days ago",,Egypt, Giza,,Business Analyst,0.41836118698120117
1160,1160,Marketing Specialist,Akhtaboot Group,Full Time,https://wuzzuf.net/jobs/p/8thcJ0Mwd5Wa-Marketing-Specialist-Akhtaboot-Group-Cairo-Egypt,"Akhtaboot Group - New Cairo, Cairo, Egypt 1 month ago",,Egypt, Cairo,New Cairo,Business Analyst,0.3644478917121887
1161,1161,Personal assistant,Delta Medical Egypt,Full Time,https://wuzzuf.net/jobs/p/tGjVMEWcqZVs-Personal-assistant-Delta-Medical-Egypt-Cairo-Egypt,"Delta Medical Egypt - Mokattam, Cairo, Egypt 26 days ago",,Egypt, Cairo,Mokattam,Data Entry,0.22835318744182587
1162,1162,Senior Internal Auditor,Egypt Gold ,Full Time,https://wuzzuf.net/jobs/p/MgerU3YBgC7w-Senior-Internal-Auditor-Egypt-Gold-Cairo-Egypt,"Egypt Gold  - Heliopolis, Cairo, Egypt 26 days ago",,Egypt, Cairo,,Business Analyst,0.4056299030780792
1163,1163,Accounting Manager,Confidential,Full Time,https://wuzzuf.net/jobs/p/1W4LbKexnbCZ-Accounting-Manager-Cairo-Egypt,"Confidential - Cairo, Egypt 26 days ago",,Egypt,Cairo,,Business Analyst,0.3809405267238617
1164,1164,Senior International Marketing Specialist,ITIDA,Full Time,https://wuzzuf.net/jobs/p/CLBbqo2cyRK6-Senior-International-Marketing-Specialist-ITIDA-Giza-Egypt,"ITIDA - 6th of October, Giza, Egypt 26 days ago",,Egypt, Giza,,Business Analyst,0.3067479431629181
1165,1165,Social Media and Digital Chat Supervisor,Seoudi Supermarket,Full Time,https://wuzzuf.net/jobs/p/SB2WTS83NiYJ-Social-Media-and-Digital-Chat-Supervisor-Seoudi-Supermarket-Giza-Egypt,"Seoudi Supermarket - Sheikh Zayed, Giza, Egypt 26 days ago",,Egypt, Giza,Sheikh Zayed,Business Analyst,0.2082015872001648
1166,1166,Export Development Officer,Confidential,Full Time,https://wuzzuf.net/jobs/p/7llgEF68h0W3-Export-Development-Officer-Cairo-Egypt,"Confidential - Maadi, Cairo, Egypt 26 days ago",,Egypt, Cairo,Maadi,Business Analyst,0.25262442231178284
1167,1167,Senior Performance Management Specialist,Egyptian Cultural Center,Full Time,https://wuzzuf.net/jobs/p/FsoSvoKDl2NG-Senior-Performance-Management-Specialist-Egyptian-Cultural-Center-Cairo-Egypt,"Egyptian Cultural Center - Nasr City, Cairo, Egypt 26 days ago",,Egypt, Cairo,Nasr City,Business Analyst,0.27252402901649475
1168,1168,Operations Supervisor,Centro,Full Time,https://wuzzuf.net/jobs/p/uGYsSzzacQMu-Operations-Supervisor-Centro-Cairo-Egypt,"Centro - Maadi, Cairo, Egypt 26 days ago",,Egypt, Cairo,Maadi,Business Analyst,0.22421707212924957
1169,1169,Marketing and sales executive,Serious construction ,Full Time,https://wuzzuf.net/jobs/p/gfHmEolEaqYv-Marketing-and-sales-executive-Serious-construction-Cairo-Egypt,"Serious construction  - Nasr City, Cairo, Egypt 26 days ago",,Egypt, Cairo,Nasr City,Business Analyst,0.5990843772888184
1170,1170,Leasing Section Head,Meadias,Full Time,https://wuzzuf.net/jobs/p/T6yV9kpPEdY6-Leasing-Section-Head-Meadias-Cairo-Egypt,"Meadias - Heliopolis, Cairo, Egypt 26 days ago",,Egypt, Cairo,,Data Entry,0.20467033982276917
1171,1171,Senior Sales Operations Specialist,Al Marasem Group,Full Time,https://wuzzuf.net/jobs/p/6k1Wfx4IToom-Senior-Sales-Operations-Specialist-Al-Marasem-Group-Giza-Egypt,"Al Marasem Group - Sheikh Zayed, Giza, Egypt 1 month ago",,Egypt, Giza,Sheikh Zayed,Business Analyst,0.25162798166275024
1172,1172,Senior Full Stack Developer (.net core -angular),A1Softech,Full Time,https://wuzzuf.net/jobs/p/SUuiSGXK76ON-Senior-Full-Stack-Developer-net-core--angular-A1Softech-Cairo-Egypt,"A1Softech - Maadi, Cairo, Egypt 1 month ago",,Egypt, Cairo,Maadi,Business Analyst,0.2175157219171524
1173,1173,Senior Linux System Admin (+3 years experience),3D Diagnostix,Full Time,https://wuzzuf.net/jobs/p/nZiZmmrXNVnV-Senior-Linux-System-Admin-3-years-experience-3D-Diagnostix-Cairo-Egypt,"3D Diagnostix - Maadi, Cairo, Egypt 1 month ago",,Egypt, Cairo,Maadi,Data Architect,0.19862601161003113
1174,1174,Senior Full Stack Developer .Net + Angular,ICIS,Full Time,https://wuzzuf.net/jobs/p/WMJLkafLBinH-Senior-Full-Stack-Developer-Net-Angular-ICIS-Cairo-Egypt,"ICIS - New Cairo, Cairo, Egypt 1 month ago",,Egypt, Cairo,New Cairo,Business Analyst,0.24344705045223236
1175,1175,Senior Information & Cyber Security Engineer,Confidential,Full Time,https://wuzzuf.net/jobs/p/VE9Ztv27td7L-Senior-Information-Cyber-Security-Engineer-Giza-Egypt,"Confidential - Giza, Egypt 1 month ago",,Egypt,Giza,,Data Architect,0.22646020352840424
1176,1176,HR Coordinator,Egypt Gold ,Full Time,https://wuzzuf.net/jobs/p/vWUljr3q5iTa-HR-Coordinator-Egypt-Gold-Cairo-Egypt,"Egypt Gold  - Heliopolis, Cairo, Egypt 27 days ago",,Egypt, Cairo,,Business Analyst,0.2774890959262848
1177,1177,Health and Safety Specialist,AluNile,Full Time,https://wuzzuf.net/jobs/p/1MVxRatBXbOp-Health-and-Safety-Specialist-AluNile-Giza-Egypt,"AluNile - Giza, Egypt 27 days ago",,Egypt,Giza,,Business Analyst,0.18807575106620789
1178,1178,Senior Analyst â€“ Information Security,Network International -Egypt,Full Time,https://wuzzuf.net/jobs/p/sPfiXEYTwetf-Senior-Analyst-â€“-Information-Security-Network-International--Egypt-Cairo-Egypt,"Network International -Egypt - New Cairo, Cairo, Egypt 27 days ago",,Egypt, Cairo,New Cairo,Data Architect,0.2592635452747345
1179,1179,General Accountant,IRConsult ,Full Time,https://wuzzuf.net/jobs/p/hKLM4UXfmmxG-General-Accountant-IRConsult-Cairo-Egypt,"IRConsult  - Maadi, Cairo, Egypt 27 days ago",,Egypt, Cairo,Maadi,Business Analyst,0.3577274978160858
1180,1180,Senior Software Tester,Expert Apps,Full Time,https://wuzzuf.net/jobs/p/957PDHbwOwrB-Senior-Software-Tester-Expert-Apps-Cairo-Egypt,"Expert Apps - Maadi, Cairo, Egypt 27 days ago",,Egypt, Cairo,Maadi,Data Engineer,0.20672667026519775
1181,1181,IT Help Desk Specialist,TMA For Industrial Supplies,Full Time,https://wuzzuf.net/jobs/p/L3kINr4NEw1c-IT-Help-Desk-Specialist-TMA-For-Industrial-Supplies-Cairo-Egypt,"TMA For Industrial Supplies - Nasr City, Cairo, Egypt 27 days ago",,Egypt, Cairo,Nasr City,Data Entry,0.22416342794895172
1182,1182,Package Consultant-SAP SCM PP,IBM WTC Egypt,Full Time,https://wuzzuf.net/jobs/p/pPKFqq52SY1q-Package-Consultant-SAP-SCM-PP-IBM-WTC-Egypt-Cairo-Egypt,"IBM WTC Egypt - Cairo, Egypt 27 days ago",,Egypt,Cairo,,Business Analyst,0.2055625468492508
1183,1183,Test Specialist: Packages,IBM WTC Egypt,Full Time,https://wuzzuf.net/jobs/p/DyTriveMiWJH-Test-Specialist-Packages-IBM-WTC-Egypt-Cairo-Egypt,"IBM WTC Egypt - Cairo, Egypt 27 days ago",,Egypt,Cairo,,Business Analyst,0.23001722991466522
1184,1184,"Cluster Academic Manager, Adults",British Council,Full Time,https://wuzzuf.net/jobs/p/nYPgLzKPFXpW-Cluster-Academic-Manager-Adults-British-Council-Cairo-Egypt,"British Council - Cairo, Egypt 27 days ago",,Egypt,Cairo,,Business Analyst,0.21110649406909943
1185,1185,Odoo Implementer,Parkville Pharmaceuticals,Full Time,https://wuzzuf.net/jobs/p/TRRfPPLfpNgC-Odoo-Implementer-Parkville-Pharmaceuticals-Giza-Egypt,"Parkville Pharmaceuticals - Giza, Egypt 27 days ago",,Egypt,Giza,,Data Architect,0.2899493873119354
1186,1186,Human Resource Administrator,Rockal,Full Time,https://wuzzuf.net/jobs/p/pCQEHR1N0lls-Human-Resource-Administrator-Rockal-Cairo-Egypt,"Rockal - New Cairo, Cairo, Egypt 27 days ago",,Egypt, Cairo,New Cairo,Business Analyst,0.26142382621765137
1187,1187,Office Manager (French Speaker),COLAS RAIL Egypt,Full Time,https://wuzzuf.net/jobs/p/5cuEtV9snmNd-Office-Manager-French-Speaker-COLAS-RAIL-Egypt-Cairo-Egypt,"COLAS RAIL Egypt - Cairo, Egypt 27 days ago",,Egypt,Cairo,,Business Analyst,0.26693859696388245
1188,1188,Senior Android Developer,RDI,Full Time,https://wuzzuf.net/jobs/p/4uZwV0JyVlwO-Senior-Android-Developer-RDI-Giza-Egypt,"RDI - Dokki, Giza, Egypt 1 month ago",,Egypt, Giza,Dokki,Data Engineer,0.22693763673305511
1189,1189,Account Manager,Rockal,Full Time,https://wuzzuf.net/jobs/p/lEU0qE26X3NV-Account-Manager-Rockal-Cairo-Egypt,"Rockal - Nasr City, Cairo, Egypt 27 days ago",,Egypt, Cairo,Nasr City,Business Analyst,0.4039385914802551
1190,1190,chief Accountant,EDECS El Dawlia for Engineering & Contracting,Full Time,https://wuzzuf.net/jobs/p/MhJpDDjZVYBH-chief-Accountant-EDECS-El-Dawlia-for-Engineering-Contracting-Cairo-Egypt,"EDECS El Dawlia for Engineering & Contracting - New Cairo, Cairo, Egypt 27 days ago",,Egypt, Cairo,New Cairo,Business Analyst,0.32433754205703735
1191,1191,Sales Manager,Lumin,Full Time,https://wuzzuf.net/jobs/p/8vMi4MuQF1OO-Sales-Manager-Lumin-Giza-Egypt,"Lumin - Sheikh Zayed, Giza, Egypt 27 days ago",,Egypt, Giza,Sheikh Zayed,Business Analyst,0.35471948981285095
1192,1192,Mechanical Procurement Manager,Al Marasem Group,Full Time,https://wuzzuf.net/jobs/p/9t07rW2t8Plt-Mechanical-Procurement-Manager-Al-Marasem-Group-Cairo-Egypt,"Al Marasem Group - New Cairo, Cairo, Egypt 1 month ago",,Egypt, Cairo,New Cairo,Business Analyst,0.2553214728832245
1193,1193,Branch Manager,quick connect,Full Time,https://wuzzuf.net/jobs/p/OBavetj0ACTK-Branch-Manager-quick-connect-Giza-Egypt,"quick connect - Dokki, Giza, Egypt 27 days ago",,Egypt, Giza,Dokki,Business Analyst,0.198159322142601
1194,1194,Social Media Assistant,Creative Education International (CrEd),Part Time,https://wuzzuf.net/jobs/p/1Z1skpK8Hx0F-Social-Media-Assistant-Creative-Education-International-CrEd-Cairo-Egypt,"Creative Education International (CrEd) - Cairo, Egypt 27 days ago",,Egypt,Cairo,,Data Entry,0.22430609166622162
1195,1195,Procurement Manager,Confidential,Full Time,https://wuzzuf.net/jobs/p/7Pxlvyu6SzyF-Procurement-Manager-Cairo-Egypt,"Confidential - Heliopolis, Cairo, Egypt 27 days ago",,Egypt, Cairo,,Business Analyst,0.23587556183338165
1196,1196,General Accountant,Units for Real Estate,Full Time,https://wuzzuf.net/jobs/p/LyXAjqyY53Xt-General-Accountant-Units-for-Real-Estate-Giza-Egypt,"Units for Real Estate - Sheikh Zayed, Giza, Egypt 27 days ago",,Egypt, Giza,Sheikh Zayed,Business Analyst,0.3577274978160858
1197,1197,Digital Creator (Accounts & Content),Bee Interactive Ltd.,Full Time,https://wuzzuf.net/jobs/p/o8UHGVrUalAh-Digital-Creator-Accounts-Content-Bee-Interactive-Ltd-Cairo-Egypt,"Bee Interactive Ltd. - Zamalek, Cairo, Egypt 27 days ago",,Egypt, Cairo,Zamalek,Data Architect,0.2261849194765091
1198,1198,Secretary,wise intranational,Full Time,https://wuzzuf.net/jobs/p/guu5QN5ULUeu-Secretary-wise-intranational-Giza-Egypt,"wise intranational - Giza, Egypt 27 days ago",,Egypt,Giza,,Data Entry,0.28104040026664734
1199,1199,Enterprise Architect,Algoriza,Full Time,https://wuzzuf.net/jobs/p/B61rhmqphqRT-Enterprise-Architect-Algoriza-Giza-Egypt,"Algoriza - Giza, Egypt 27 days ago",,Egypt,Giza,,Business Analyst,0.22426676750183105
1200,1200,Help Desk Specialist,Global Brands,Full Time,https://wuzzuf.net/jobs/p/XzmSHqHFPSg4-Help-Desk-Specialist-Global-Brands-Cairo-Egypt,"Global Brands - New Cairo, Cairo, Egypt 27 days ago",,Egypt, Cairo,New Cairo,Data Entry,0.2692684233188629
1201,1201,Tax Officer Manager,Confidential,Full Time,https://wuzzuf.net/jobs/p/ztHsVaFAPt99-Tax-Officer-Manager-Giza-Egypt,"Confidential - Giza, Egypt 27 days ago",,Egypt,Giza,,Business Analyst,0.3040647506713867
1202,1202,Chief Accountant,Decorative Glass And Arab Union Glass Group,Full Time,https://wuzzuf.net/jobs/p/BsVucPioIXvD-Chief-Accountant-Decorative-Glass-And-Arab-Union-Glass-Group-Cairo-Egypt,"Decorative Glass And Arab Union Glass Group - Obour City, Cairo, Egypt 1 month ago",,Egypt, Cairo,Obour City,Business Analyst,0.3787097930908203
1203,1203,IT Supervisor,Confidential,Full Time,https://wuzzuf.net/jobs/p/AWqZn4eZKQt8-IT-Supervisor-Cairo-Egypt,"Confidential - Nasr City, Cairo, Egypt 27 days ago",,Egypt, Cairo,Nasr City,Data Entry,0.20803503692150116
1204,1204,Marketing Executive,Helm Organization,Full Time,https://wuzzuf.net/jobs/p/qRGKd5LBtb1d-Marketing-Executive-Helm-Organization-Cairo-Egypt,"Helm Organization - Maadi, Cairo, Egypt 1 month ago",,Egypt, Cairo,Maadi,Business Analyst,0.3374420404434204
1205,1205,Compensations & Benefits Supervisor,Confidential,Full Time,https://wuzzuf.net/jobs/p/hFnGLjcYVxSE-Compensations-Benefits-Supervisor-Cairo-Egypt,"Confidential - Sheraton, Cairo, Egypt 27 days ago",,Egypt, Cairo,Sheraton,Business Analyst,0.20768003165721893
1206,1206,Pricing Specialist,Sylndr,Full Time,https://wuzzuf.net/jobs/p/zbMme2MsyOza-Pricing-Specialist-Sylndr-Cairo-Egypt,"Sylndr - Katameya, Cairo, Egypt 1 month ago",,Egypt, Cairo,Katameya,Business Analyst,0.35093197226524353
1207,1207,English HOD / Prim,GEMS Education,Full Time,https://wuzzuf.net/jobs/p/ifglnsAd1903-English-HOD-Prim-GEMS-Education-Cairo-Egypt,"GEMS Education - New Cairo, Cairo, Egypt 27 days ago",,Egypt, Cairo,New Cairo,Data Architect,0.22533965110778809
1208,1208,Search Engine Optimization Specialist,Confidential,Full Time,https://wuzzuf.net/jobs/p/7qWz4Vro9vIG-Search-Engine-Optimization-Specialist-Cairo-Egypt,"Confidential - Nasr City, Cairo, Egypt 27 days ago",,Egypt, Cairo,Nasr City,Data Analyst,0.1877991110086441
1209,1209,Administrative Assistant,Noases,Full Time,https://wuzzuf.net/jobs/p/In5zoIr2H8dx-Administrative-Assistant-Noases-Cairo-Egypt,"Noases - Nasr City, Cairo, Egypt 27 days ago",,Egypt, Cairo,Nasr City,Data Entry,0.23296023905277252
1210,1210,HR Director,Kheir wa Baraka & New Woman Association ,Full Time,https://wuzzuf.net/jobs/p/qQThtiGG8v0h-HR-Director-Kheir-wa-Baraka-New-Woman-Association-Cairo-Egypt,"Kheir wa Baraka & New Woman Association  - Cairo, Egypt 27 days ago",,Egypt,Cairo,,Business Analyst,0.2507523000240326
1211,1211,Sr Software QA Engineer,ServiceNow,Full Time,https://wuzzuf.net/jobs/p/vLF4iEj6TTdD-Sr-Software-QA-Engineer-ServiceNow-Cairo-Egypt,"ServiceNow - Cairo, Egypt 28 days ago",,Egypt,Cairo,,Business Analyst,0.21907499432563782
1212,1212,Technical Engineering Manager,Antal International - Egypt,Full Time,https://wuzzuf.net/jobs/p/MJPD3VJbUGL0-Technical-Engineering-Manager-Antal-International---Egypt-Cairo-Egypt,"Antal International - Egypt - Cairo, Egypt 28 days ago",,Egypt,Cairo,,Data Architect,0.1789322793483734
1213,1213,Software QA Engineer,ServiceNow,Full Time,https://wuzzuf.net/jobs/p/1vVBHY5mfykG-Software-QA-Engineer-ServiceNow-Cairo-Egypt,"ServiceNow - Cairo, Egypt 28 days ago",,Egypt,Cairo,,Data Analyst,0.18227969110012054
1214,1214,Sales Logistics Specialist,Mercedes-Benz Bank AG,Full Time,https://wuzzuf.net/jobs/p/ZCz2cMhrPrkM-Sales-Logistics-Specialist-Mercedes-Benz-Bank-AG-Cairo-Egypt,"Mercedes-Benz Bank AG - Cairo, Egypt 28 days ago",,Egypt,Cairo,,Business Analyst,0.27351272106170654
1215,1215,Application Support Engineer ( Egypt),Nana Direct,Full Time,https://wuzzuf.net/jobs/p/il4pPgnhbHJn-Application-Support-Engineer-Egypt-Nana-Direct-Cairo-Egypt,"Nana Direct - Cairo, Egypt 28 days ago",,Egypt,Cairo,,Data Analyst,0.18229375779628754
1216,1216,RS Engineer,Giza Arabia Systems,Full Time,https://wuzzuf.net/jobs/p/hillTqhxyy5t-RS-Engineer-Giza-Arabia-Systems-Cairo-Egypt,"Giza Arabia Systems - Cairo, Egypt 28 days ago",,Egypt,Cairo,,Data Scientist,0.19097371399402618
1217,1217,HSE Lead,TKH Student Group,Full Time,https://wuzzuf.net/jobs/p/hbZ111qldDFC-HSE-Lead-TKH-Student-Group-Cairo-Egypt,"TKH Student Group - Cairo, Egypt 28 days ago",,Egypt,Cairo,,Business Analyst,0.25839880108833313
1218,1218,Service Advisor,Mansour Automotive,Full Time,https://wuzzuf.net/jobs/p/1X9E9RfdLN1C-Service-Advisor-Mansour-Automotive-Cairo-Egypt,"Mansour Automotive - Cairo, Egypt 28 days ago",,Egypt,Cairo,,Business Analyst,0.21102669835090637
1219,1219,Area LCL Growth Enablement Manager,Maersk Growth,Full Time,https://wuzzuf.net/jobs/p/YhZd1cFelTYF-Area-LCL-Growth-Enablement-Manager-Maersk-Growth-Cairo-Egypt,"Maersk Growth - Cairo, Egypt 28 days ago",,Egypt,Cairo,,Business Analyst,0.22127732634544373
1220,1220,Contracts Specialist,Talaat Moustafa Group,Full Time,https://wuzzuf.net/jobs/p/boyrMToAFx1E-Contracts-Specialist-Talaat-Moustafa-Group-Cairo-Egypt,"Talaat Moustafa Group - Madinaty, Cairo, Egypt 28 days ago",,Egypt, Cairo,,Business Analyst,0.3867936432361603
1221,1221,QHSE Supervisor,Confidential,Full Time,https://wuzzuf.net/jobs/p/ZGDqS3K1fug9-QHSE-Supervisor-Suez-Egypt,"Confidential - Ataqah, Suez, Egypt 28 days ago",,Egypt, Suez,Ataqah,Business Analyst,0.31888774037361145
1222,1222,Chief Accountant ( Tourism Background ),tres jolie ,Full Time,https://wuzzuf.net/jobs/p/RPVEzfB47zpC-Chief-Accountant-Tourism-Background-tres-jolie-Cairo-Egypt,"tres jolie  - Nasr City, Cairo, Egypt 28 days ago",,Egypt, Cairo,Nasr City,Business Analyst,0.36092209815979004
1223,1223,HSE Deputy Manager,Confidential,Full Time,https://wuzzuf.net/jobs/p/YtlnP07nPxX1-HSE-Deputy-Manager-Alexandria-Egypt,"Confidential - Bourj Alarab, Alexandria, Egypt 28 days ago",,Egypt, Alexandria,Bourj Alarab,Business Analyst,0.26962754130363464
1224,1224,Senior Accountant,Static,Full Time,https://wuzzuf.net/jobs/p/A3C8B3EjIWJQ-Senior-Accountant-Static-Giza-Egypt,"Static - Mohandessin, Giza, Egypt 28 days ago",,Egypt, Giza,Mohandessin,Business Analyst,0.36184728145599365
1225,1225,Real Estate Financial manager,Confidential,Full Time,https://wuzzuf.net/jobs/p/RAUMJVLpXJ2Q-Real-Estate-Financial-manager-Cairo-Egypt,"Confidential - New Cairo, Cairo, Egypt 1 month ago",,Egypt, Cairo,New Cairo,Business Analyst,0.2974819839000702
1226,1226,Senior Odoo Implementer,National Technology,Full Time,https://wuzzuf.net/jobs/p/Yyd3XFlwBtyZ-Senior-Odoo-Implementer-National-Technology-Cairo-Egypt,"National Technology - Nasr City, Cairo, Egypt 1 month ago",,Egypt, Cairo,Nasr City,Data Architect,0.25173982977867126
1227,1227,Accountant,Confidential,Full Time,https://wuzzuf.net/jobs/p/jcwX5vY4VN4V-Accountant-Sharqia-Egypt,"Confidential - Zagazig, Sharqia, Egypt 28 days ago",,Egypt,Sharkia,Zagazig,Business Analyst,0.4310828149318695
